unique_id,date,y
CA_4,2013-01-10,1409
TX_1,2013-01-10,1789
TX_2,2013-01-10,2413
TX_3,2013-01-10,1771
WI_1,2013-01-10,1598
WI_2,2013-01-10,2932
WI_3,2013-01-10,2342
CA_1,2013-01-11,2837
CA_2,2013-01-11,1800
CA_3,2013-01-11,3783
CA_4,2013-01-11,1291
TX_1,2013-01-11,1919
TX_2,2013-01-11,2747
TX_3,2013-01-11,2164
WI_1,2013-01-11,2292
WI_2,2013-01-11,3408
WI_3,2013-01-11,3281
CA_1,2013-01-12,3694
CA_2,2013-01-12,2276
CA_3,2013-01-12,5105
CA_4,2013-01-12,1797
TX_1,2013-01-12,2476
TX_2,2013-01-12,3721
TX_3,2013-01-12,2697
WI_1,2013-01-12,2840
WI_2,2013-01-12,4850
WI_3,2013-01-12,4405
CA_1,2013-01-13,3351
CA_2,2013-01-13,2296
CA_3,2013-01-13,5210
CA_4,2013-01-13,1625
TX_1,2013-01-13,2785
TX_2,2013-01-13,3741
TX_3,2013-01-13,2772
WI_1,2013-01-13,2222
WI_2,2013-01-13,3146
WI_3,2013-01-13,2876
CA_1,2013-01-14,2295
CA_2,2013-01-14,1478
CA_3,2013-01-14,3776
CA_4,2013-01-14,1326
TX_1,2013-01-14,1616
TX_2,2013-01-14,2445
TX_3,2013-01-14,2044
WI_1,2013-01-14,1843
WI_2,2013-01-14,3722
WI_3,2013-01-14,2678
CA_1,2013-01-15,2194
CA_2,2013-01-15,1432
CA_3,2013-01-15,3406
CA_4,2013-01-15,1297
TX_1,2013-01-15,1863
TX_2,2013-01-15,2444
TX_3,2013-01-15,1948
WI_1,2013-01-15,1917
WI_2,2013-01-15,4071
WI_3,2013-01-15,2944
CA_1,2013-01-16,1992
CA_2,2013-01-16,1486
CA_3,2013-01-16,3358
CA_4,2013-01-16,1166
TX_1,2013-01-16,1686
TX_2,2013-01-16,2340
TX_3,2013-01-16,1701
WI_1,2013-01-16,1608
WI_2,2013-01-16,2727
WI_3,2013-01-16,2504
CA_1,2013-01-17,2150
CA_2,2013-01-17,1544
CA_3,2013-01-17,3293
CA_4,2013-01-17,1304
TX_1,2013-01-17,1433
TX_2,2013-01-17,2269
TX_3,2013-01-17,1699
WI_1,2013-01-17,1880
WI_2,2013-01-17,2374
WI_3,2013-01-17,2163
CA_1,2013-01-18,2619
CA_2,2013-01-18,1679
CA_3,2013-01-18,3551
CA_4,2013-01-18,1411
TX_1,2013-01-18,1766
TX_2,2013-01-18,2421
TX_3,2013-01-18,1969
WI_1,2013-01-18,2084
WI_2,2013-01-18,2425
WI_3,2013-01-18,2757
CA_1,2013-01-19,3533
CA_2,2013-01-19,2247
CA_3,2013-01-19,4533
CA_4,2013-01-19,1801
TX_1,2013-01-19,2162
TX_2,2013-01-19,3297
TX_3,2013-01-19,2248
WI_1,2013-01-19,2926
WI_2,2013-01-19,3168
WI_3,2013-01-19,3377
CA_1,2013-01-20,2966
CA_2,2013-01-20,1810
CA_3,2013-01-20,4197
CA_4,2013-01-20,1546
TX_1,2013-01-20,2343
TX_2,2013-01-20,3266
TX_3,2013-01-20,2184
WI_1,2013-01-20,2523
WI_2,2013-01-20,2531
WI_3,2013-01-20,2690
CA_1,2013-01-21,2537
CA_2,2013-01-21,1693
CA_3,2013-01-21,3819
CA_4,2013-01-21,1430
TX_1,2013-01-21,1842
TX_2,2013-01-21,2518
TX_3,2013-01-21,1938
WI_1,2013-01-21,1545
WI_2,2013-01-21,2315
WI_3,2013-01-21,1950
CA_1,2013-01-22,1922
CA_2,2013-01-22,1265
CA_3,2013-01-22,3412
CA_4,2013-01-22,1239
TX_1,2013-01-22,1452
TX_2,2013-01-22,1945
TX_3,2013-01-22,1657
WI_1,2013-01-22,1289
WI_2,2013-01-22,1935
WI_3,2013-01-22,1803
CA_1,2013-01-23,1807
CA_2,2013-01-23,1178
CA_3,2013-01-23,2848
CA_4,2013-01-23,1101
TX_1,2013-01-23,1324
TX_2,2013-01-23,1891
TX_3,2013-01-23,1440
WI_1,2013-01-23,1443
WI_2,2013-01-23,2063
WI_3,2013-01-23,1809
CA_1,2013-01-24,1857
CA_2,2013-01-24,1068
CA_3,2013-01-24,2580
CA_4,2013-01-24,1043
TX_1,2013-01-24,1342
TX_2,2013-01-24,1942
TX_3,2013-01-24,1586
WI_1,2013-01-24,1374
WI_2,2013-01-24,1813
WI_3,2013-01-24,2080
CA_1,2013-01-25,2264
CA_2,2013-01-25,1675
CA_3,2013-01-25,3230
CA_4,2013-01-25,1336
TX_1,2013-01-25,1577
TX_2,2013-01-25,2133
TX_3,2013-01-25,1676
WI_1,2013-01-25,1664
WI_2,2013-01-25,1943
WI_3,2013-01-25,2209
CA_1,2013-01-26,3307
CA_2,2013-01-26,2288
CA_3,2013-01-26,4150
CA_4,2013-01-26,1552
TX_1,2013-01-26,2105
TX_2,2013-01-26,2770
TX_3,2013-01-26,2261
WI_1,2013-01-26,2630
WI_2,2013-01-26,2767
WI_3,2013-01-26,2975
CA_1,2013-01-27,3102
CA_2,2013-01-27,2078
CA_3,2013-01-27,4439
CA_4,2013-01-27,1744
TX_1,2013-01-27,2144
TX_2,2013-01-27,3098
TX_3,2013-01-27,2165
WI_1,2013-01-27,1909
WI_2,2013-01-27,2500
WI_3,2013-01-27,2787
CA_1,2013-01-28,2088
CA_2,2013-01-28,1306
CA_3,2013-01-28,3193
CA_4,2013-01-28,1483
TX_1,2013-01-28,1675
TX_2,2013-01-28,2158
TX_3,2013-01-28,1710
WI_1,2013-01-28,1375
WI_2,2013-01-28,2173
WI_3,2013-01-28,1832
CA_1,2013-01-29,2012
CA_2,2013-01-29,1310
CA_3,2013-01-29,3108
CA_4,2013-01-29,1159
TX_1,2013-01-29,1337
TX_2,2013-01-29,2123
TX_3,2013-01-29,1466
WI_1,2013-01-29,1234
WI_2,2013-01-29,1882
WI_3,2013-01-29,1853
CA_1,2013-01-30,1717
CA_2,2013-01-30,1354
CA_3,2013-01-30,2603
CA_4,2013-01-30,1108
TX_1,2013-01-30,1315
TX_2,2013-01-30,1926
TX_3,2013-01-30,1561
WI_1,2013-01-30,1130
WI_2,2013-01-30,1767
WI_3,2013-01-30,1557
CA_1,2013-01-31,2116
CA_2,2013-01-31,1597
CA_3,2013-01-31,2945
CA_4,2013-01-31,1285
TX_1,2013-01-31,1435
TX_2,2013-01-31,1931
TX_3,2013-01-31,1518
WI_1,2013-01-31,1466
WI_2,2013-01-31,1818
WI_3,2013-01-31,1735
CA_1,2013-02-01,3039
CA_2,2013-02-01,1961
CA_3,2013-02-01,3868
CA_4,2013-02-01,1660
TX_1,2013-02-01,2326
TX_2,2013-02-01,3038
TX_3,2013-02-01,2112
WI_1,2013-02-01,1958
WI_2,2013-02-01,2902
WI_3,2013-02-01,2718
CA_1,2013-02-02,4472
CA_2,2013-02-02,2648
CA_3,2013-02-02,5202
CA_4,2013-02-02,2182
TX_1,2013-02-02,2483
TX_2,2013-02-02,3826
TX_3,2013-02-02,2551
WI_1,2013-02-02,3070
WI_2,2013-02-02,4164
WI_3,2013-02-02,4289
CA_1,2013-02-03,3046
CA_2,2013-02-03,1790
CA_3,2013-02-03,4341
CA_4,2013-02-03,1748
TX_1,2013-02-03,2819
TX_2,2013-02-03,3655
TX_3,2013-02-03,2689
WI_1,2013-02-03,2482
WI_2,2013-02-03,3915
WI_3,2013-02-03,3945
CA_1,2013-02-04,2214
CA_2,2013-02-04,1306
CA_3,2013-02-04,3821
CA_4,2013-02-04,1175
TX_1,2013-02-04,1582
TX_2,2013-02-04,2366
TX_3,2013-02-04,1984
WI_1,2013-02-04,1195
WI_2,2013-02-04,2316
WI_3,2013-02-04,2260
CA_1,2013-02-05,2252
CA_2,2013-02-05,1506
CA_3,2013-02-05,3258
CA_4,2013-02-05,1185
TX_1,2013-02-05,1987
TX_2,2013-02-05,2702
TX_3,2013-02-05,1871
WI_1,2013-02-05,1665
WI_2,2013-02-05,3262
WI_3,2013-02-05,3019
CA_1,2013-02-06,2283
CA_2,2013-02-06,1345
CA_3,2013-02-06,3331
CA_4,2013-02-06,1297
TX_1,2013-02-06,1892
TX_2,2013-02-06,2442
TX_3,2013-02-06,1861
WI_1,2013-02-06,1836
WI_2,2013-02-06,3380
WI_3,2013-02-06,3286
CA_1,2013-02-07,2442
CA_2,2013-02-07,1398
CA_3,2013-02-07,3578
CA_4,2013-02-07,1246
TX_1,2013-02-07,1911
TX_2,2013-02-07,2818
TX_3,2013-02-07,2065
WI_1,2013-02-07,1157
WI_2,2013-02-07,2357
WI_3,2013-02-07,2019
CA_1,2013-02-08,2849
CA_2,2013-02-08,1687
CA_3,2013-02-08,3789
CA_4,2013-02-08,1344
TX_1,2013-02-08,1958
TX_2,2013-02-08,2601
TX_3,2013-02-08,2077
WI_1,2013-02-08,1910
WI_2,2013-02-08,3566
WI_3,2013-02-08,3108
CA_1,2013-02-09,3843
CA_2,2013-02-09,2281
CA_3,2013-02-09,4285
CA_4,2013-02-09,1520
TX_1,2013-02-09,2410
TX_2,2013-02-09,3588
TX_3,2013-02-09,2504
WI_1,2013-02-09,3074
WI_2,2013-02-09,4127
WI_3,2013-02-09,4352
CA_1,2013-02-10,3969
CA_2,2013-02-10,2047
CA_3,2013-02-10,3799
CA_4,2013-02-10,1835
TX_1,2013-02-10,2485
TX_2,2013-02-10,3698
TX_3,2013-02-10,2532
WI_1,2013-02-10,2548
WI_2,2013-02-10,3433
WI_3,2013-02-10,3265
CA_1,2013-02-11,2885
CA_2,2013-02-11,1531
CA_3,2013-02-11,4255
CA_4,2013-02-11,1382
TX_1,2013-02-11,1926
TX_2,2013-02-11,3012
TX_3,2013-02-11,2009
WI_1,2013-02-11,1742
WI_2,2013-02-11,4023
WI_3,2013-02-11,3172
CA_1,2013-02-12,2165
CA_2,2013-02-12,1552
CA_3,2013-02-12,3857
CA_4,2013-02-12,1377
TX_1,2013-02-12,1937
TX_2,2013-02-12,2917
TX_3,2013-02-12,2296
WI_1,2013-02-12,1625
WI_2,2013-02-12,4305
WI_3,2013-02-12,3384
CA_1,2013-02-13,2541
CA_2,2013-02-13,1625
CA_3,2013-02-13,4202
CA_4,2013-02-13,1499
TX_1,2013-02-13,2521
TX_2,2013-02-13,3692
TX_3,2013-02-13,2449
WI_1,2013-02-13,1921
WI_2,2013-02-13,3470
WI_3,2013-02-13,3414
CA_1,2013-02-14,2045
CA_2,2013-02-14,1466
CA_3,2013-02-14,2854
CA_4,2013-02-14,1221
TX_1,2013-02-14,1678
TX_2,2013-02-14,2466
TX_3,2013-02-14,1730
WI_1,2013-02-14,1731
WI_2,2013-02-14,3315
WI_3,2013-02-14,2696
CA_1,2013-02-15,2765
CA_2,2013-02-15,1523
CA_3,2013-02-15,3375
CA_4,2013-02-15,1402
TX_1,2013-02-15,2012
TX_2,2013-02-15,2830
TX_3,2013-02-15,2121
WI_1,2013-02-15,2034
WI_2,2013-02-15,3866
WI_3,2013-02-15,3485
CA_1,2013-02-16,3350
CA_2,2013-02-16,2245
CA_3,2013-02-16,4037
CA_4,2013-02-16,1575
TX_1,2013-02-16,2381
TX_2,2013-02-16,3225
TX_3,2013-02-16,2406
WI_1,2013-02-16,2654
WI_2,2013-02-16,3508
WI_3,2013-02-16,3535
CA_1,2013-02-17,3282
CA_2,2013-02-17,1847
CA_3,2013-02-17,4062
CA_4,2013-02-17,1609
TX_1,2013-02-17,2562
TX_2,2013-02-17,3717
TX_3,2013-02-17,2648
WI_1,2013-02-17,2770
WI_2,2013-02-17,3123
WI_3,2013-02-17,3617
CA_1,2013-02-18,2591
CA_2,2013-02-18,1744
CA_3,2013-02-18,3883
CA_4,2013-02-18,1548
TX_1,2013-02-18,2055
TX_2,2013-02-18,2599
TX_3,2013-02-18,2221
WI_1,2013-02-18,1572
WI_2,2013-02-18,2394
WI_3,2013-02-18,2363
CA_1,2013-02-19,1989
CA_2,2013-02-19,1284
CA_3,2013-02-19,3262
CA_4,2013-02-19,1295
TX_1,2013-02-19,1569
TX_2,2013-02-19,2343
TX_3,2013-02-19,1723
WI_1,2013-02-19,1329
WI_2,2013-02-19,1995
WI_3,2013-02-19,2064
CA_1,2013-02-20,2286
CA_2,2013-02-20,1478
CA_3,2013-02-20,3061
CA_4,2013-02-20,1190
TX_1,2013-02-20,1725
TX_2,2013-02-20,2353
TX_3,2013-02-20,1635
WI_1,2013-02-20,1578
WI_2,2013-02-20,2467
WI_3,2013-02-20,2252
CA_1,2013-02-21,2309
CA_2,2013-02-21,1521
CA_3,2013-02-21,3186
CA_4,2013-02-21,1126
TX_1,2013-02-21,1843
TX_2,2013-02-21,2332
TX_3,2013-02-21,1720
WI_1,2013-02-21,1786
WI_2,2013-02-21,2732
WI_3,2013-02-21,2312
CA_1,2013-02-22,2790
CA_2,2013-02-22,1731
CA_3,2013-02-22,3392
CA_4,2013-02-22,1238
TX_1,2013-02-22,1686
TX_2,2013-02-22,2614
TX_3,2013-02-22,1661
WI_1,2013-02-22,1468
WI_2,2013-02-22,2538
WI_3,2013-02-22,2020
CA_1,2013-02-23,3208
CA_2,2013-02-23,2589
CA_3,2013-02-23,4124
CA_4,2013-02-23,1569
TX_1,2013-02-23,2024
TX_2,2013-02-23,3278
TX_3,2013-02-23,2146
WI_1,2013-02-23,2675
WI_2,2013-02-23,2842
WI_3,2013-02-23,3011
CA_1,2013-02-24,3229
CA_2,2013-02-24,2416
CA_3,2013-02-24,4575
CA_4,2013-02-24,1780
TX_1,2013-02-24,2563
TX_2,2013-02-24,3986
TX_3,2013-02-24,2323
WI_1,2013-02-24,2487
WI_2,2013-02-24,2954
WI_3,2013-02-24,3042
CA_1,2013-02-25,2261
CA_2,2013-02-25,1561
CA_3,2013-02-25,3596
CA_4,2013-02-25,1504
TX_1,2013-02-25,1754
TX_2,2013-02-25,2622
TX_3,2013-02-25,1851
WI_1,2013-02-25,1550
WI_2,2013-02-25,2357
WI_3,2013-02-25,2437
CA_1,2013-02-26,2026
CA_2,2013-02-26,1339
CA_3,2013-02-26,2975
CA_4,2013-02-26,1326
TX_1,2013-02-26,1607
TX_2,2013-02-26,2254
TX_3,2013-02-26,1765
WI_1,2013-02-26,1187
WI_2,2013-02-26,1960
WI_3,2013-02-26,1852
CA_1,2013-02-27,2036
CA_2,2013-02-27,1402
CA_3,2013-02-27,2940
CA_4,2013-02-27,1162
TX_1,2013-02-27,1641
TX_2,2013-02-27,2156
TX_3,2013-02-27,1493
WI_1,2013-02-27,1238
WI_2,2013-02-27,2162
WI_3,2013-02-27,1841
CA_1,2013-02-28,2105
CA_2,2013-02-28,1524
CA_3,2013-02-28,3003
CA_4,2013-02-28,1321
TX_1,2013-02-28,1534
TX_2,2013-02-28,2084
TX_3,2013-02-28,1506
WI_1,2013-02-28,1690
WI_2,2013-02-28,2274
WI_3,2013-02-28,2334
CA_1,2013-03-01,2699
CA_2,2013-03-01,2047
CA_3,2013-03-01,4017
CA_4,2013-03-01,1440
TX_1,2013-03-01,2056
TX_2,2013-03-01,2927
TX_3,2013-03-01,2219
WI_1,2013-03-01,2250
WI_2,2013-03-01,2451
WI_3,2013-03-01,2845
CA_1,2013-03-02,3680
CA_2,2013-03-02,2541
CA_3,2013-03-02,5255
CA_4,2013-03-02,1653
TX_1,2013-03-02,2501
TX_2,2013-03-02,3663
TX_3,2013-03-02,2165
WI_1,2013-03-02,2859
WI_2,2013-03-02,3628
WI_3,2013-03-02,4411
CA_1,2013-03-03,4006
CA_2,2013-03-03,2352
CA_3,2013-03-03,5212
CA_4,2013-03-03,1931
TX_1,2013-03-03,2931
TX_2,2013-03-03,3870
TX_3,2013-03-03,2528
WI_1,2013-03-03,2582
WI_2,2013-03-03,4469
WI_3,2013-03-03,4029
CA_1,2013-03-04,2656
CA_2,2013-03-04,1609
CA_3,2013-03-04,4123
CA_4,2013-03-04,1424
TX_1,2013-03-04,2023
TX_2,2013-03-04,2898
TX_3,2013-03-04,1832
WI_1,2013-03-04,1899
WI_2,2013-03-04,3301
WI_3,2013-03-04,3164
CA_1,2013-03-05,2328
CA_2,2013-03-05,1555
CA_3,2013-03-05,4023
CA_4,2013-03-05,1288
TX_1,2013-03-05,1798
TX_2,2013-03-05,2721
TX_3,2013-03-05,2026
WI_1,2013-03-05,1045
WI_2,2013-03-05,3247
WI_3,2013-03-05,2388
CA_1,2013-03-06,2456
CA_2,2013-03-06,1341
CA_3,2013-03-06,3708
CA_4,2013-03-06,1179
TX_1,2013-03-06,1907
TX_2,2013-03-06,2798
TX_3,2013-03-06,1788
WI_1,2013-03-06,1626
WI_2,2013-03-06,3102
WI_3,2013-03-06,3157
CA_1,2013-03-07,2324
CA_2,2013-03-07,1538
CA_3,2013-03-07,3260
CA_4,2013-03-07,1217
TX_1,2013-03-07,1866
TX_2,2013-03-07,2642
TX_3,2013-03-07,1931
WI_1,2013-03-07,1567
WI_2,2013-03-07,2161
WI_3,2013-03-07,2580
CA_1,2013-03-08,2978
CA_2,2013-03-08,1821
CA_3,2013-03-08,4019
CA_4,2013-03-08,1542
TX_1,2013-03-08,1026
TX_2,2013-03-08,2904
TX_3,2013-03-08,1842
WI_1,2013-03-08,1830
WI_2,2013-03-08,2940
WI_3,2013-03-08,3070
CA_1,2013-03-09,3621
CA_2,2013-03-09,2338
CA_3,2013-03-09,4750
CA_4,2013-03-09,1559
TX_1,2013-03-09,2216
TX_2,2013-03-09,3459
TX_3,2013-03-09,2376
WI_1,2013-03-09,2508
WI_2,2013-03-09,3979
WI_3,2013-03-09,4062
CA_1,2013-03-10,3479
CA_2,2013-03-10,2353
CA_3,2013-03-10,4877
CA_4,2013-03-10,1788
TX_1,2013-03-10,2331
TX_2,2013-03-10,3333
TX_3,2013-03-10,2224
WI_1,2013-03-10,2258
WI_2,2013-03-10,3825
WI_3,2013-03-10,3299
CA_1,2013-03-11,2529
CA_2,2013-03-11,1547
CA_3,2013-03-11,4087
CA_4,2013-03-11,1500
TX_1,2013-03-11,2102
TX_2,2013-03-11,3204
TX_3,2013-03-11,2187
WI_1,2013-03-11,1442
WI_2,2013-03-11,3600
WI_3,2013-03-11,2853
CA_1,2013-03-12,2149
CA_2,2013-03-12,1520
CA_3,2013-03-12,3488
CA_4,2013-03-12,1387
TX_1,2013-03-12,2094
TX_2,2013-03-12,2629
TX_3,2013-03-12,1956
WI_1,2013-03-12,1627
WI_2,2013-03-12,3548
WI_3,2013-03-12,3245
CA_1,2013-03-13,1985
CA_2,2013-03-13,1399
CA_3,2013-03-13,3408
CA_4,2013-03-13,1256
TX_1,2013-03-13,1867
TX_2,2013-03-13,3057
TX_3,2013-03-13,2121
WI_1,2013-03-13,1553
WI_2,2013-03-13,2699
WI_3,2013-03-13,2409
CA_1,2013-03-14,2163
CA_2,2013-03-14,1377
CA_3,2013-03-14,3521
CA_4,2013-03-14,1340
TX_1,2013-03-14,1754
TX_2,2013-03-14,2554
TX_3,2013-03-14,2040
WI_1,2013-03-14,1581
WI_2,2013-03-14,3334
WI_3,2013-03-14,3279
CA_1,2013-03-15,2758
CA_2,2013-03-15,1820
CA_3,2013-03-15,3598
CA_4,2013-03-15,1515
TX_1,2013-03-15,1936
TX_2,2013-03-15,3205
TX_3,2013-03-15,2174
WI_1,2013-03-15,2057
WI_2,2013-03-15,3743
WI_3,2013-03-15,3141
CA_1,2013-03-16,3378
CA_2,2013-03-16,2116
CA_3,2013-03-16,4220
CA_4,2013-03-16,1616
TX_1,2013-03-16,2110
TX_2,2013-03-16,3446
TX_3,2013-03-16,2177
WI_1,2013-03-16,2846
WI_2,2013-03-16,3402
WI_3,2013-03-16,3581
CA_1,2013-03-17,3282
CA_2,2013-03-17,2177
CA_3,2013-03-17,4663
CA_4,2013-03-17,1676
TX_1,2013-03-17,2274
TX_2,2013-03-17,3377
TX_3,2013-03-17,2481
WI_1,2013-03-17,2488
WI_2,2013-03-17,2928
WI_3,2013-03-17,3169
CA_1,2013-03-18,2025
CA_2,2013-03-18,1259
CA_3,2013-03-18,3690
CA_4,2013-03-18,1350
TX_1,2013-03-18,1776
TX_2,2013-03-18,2814
TX_3,2013-03-18,2159
WI_1,2013-03-18,1406
WI_2,2013-03-18,2344
WI_3,2013-03-18,2178
CA_1,2013-03-19,1984
CA_2,2013-03-19,1300
CA_3,2013-03-19,3128
CA_4,2013-03-19,1190
TX_1,2013-03-19,1460
TX_2,2013-03-19,2500
TX_3,2013-03-19,1688
WI_1,2013-03-19,1393
WI_2,2013-03-19,2157
WI_3,2013-03-19,2366
CA_1,2013-03-20,2234
CA_2,2013-03-20,1394
CA_3,2013-03-20,3257
CA_4,2013-03-20,1272
TX_1,2013-03-20,1543
TX_2,2013-03-20,2193
TX_3,2013-03-20,1643
WI_1,2013-03-20,1558
WI_2,2013-03-20,2151
WI_3,2013-03-20,2190
CA_1,2013-03-21,2146
CA_2,2013-03-21,1386
CA_3,2013-03-21,3203
CA_4,2013-03-21,1338
TX_1,2013-03-21,1591
TX_2,2013-03-21,2280
TX_3,2013-03-21,1823
WI_1,2013-03-21,1707
WI_2,2013-03-21,2095
WI_3,2013-03-21,1993
CA_1,2013-03-22,2789
CA_2,2013-03-22,1811
CA_3,2013-03-22,3299
CA_4,2013-03-22,1284
TX_1,2013-03-22,1595
TX_2,2013-03-22,2808
TX_3,2013-03-22,1684
WI_1,2013-03-22,2098
WI_2,2013-03-22,2134
WI_3,2013-03-22,2168
CA_1,2013-03-23,3228
CA_2,2013-03-23,2160
CA_3,2013-03-23,3989
CA_4,2013-03-23,1665
TX_1,2013-03-23,2052
TX_2,2013-03-23,2993
TX_3,2013-03-23,1976
WI_1,2013-03-23,2659
WI_2,2013-03-23,2668
WI_3,2013-03-23,2646
CA_1,2013-03-24,3280
CA_2,2013-03-24,2175
CA_3,2013-03-24,3951
CA_4,2013-03-24,1593
TX_1,2013-03-24,2168
TX_2,2013-03-24,3524
TX_3,2013-03-24,2246
WI_1,2013-03-24,2406
WI_2,2013-03-24,3015
WI_3,2013-03-24,2766
CA_1,2013-03-25,2346
CA_2,2013-03-25,1529
CA_3,2013-03-25,3249
CA_4,2013-03-25,1482
TX_1,2013-03-25,1455
TX_2,2013-03-25,2552
TX_3,2013-03-25,1741
WI_1,2013-03-25,1447
WI_2,2013-03-25,1977
WI_3,2013-03-25,2293
CA_1,2013-03-26,2192
CA_2,2013-03-26,1345
CA_3,2013-03-26,3175
CA_4,2013-03-26,1328
TX_1,2013-03-26,1558
TX_2,2013-03-26,2714
TX_3,2013-03-26,1618
WI_1,2013-03-26,1699
WI_2,2013-03-26,2101
WI_3,2013-03-26,1961
CA_1,2013-03-27,2083
CA_2,2013-03-27,1573
CA_3,2013-03-27,3216
CA_4,2013-03-27,1266
TX_1,2013-03-27,1468
TX_2,2013-03-27,2355
TX_3,2013-03-27,1602
WI_1,2013-03-27,1589
WI_2,2013-03-27,1970
WI_3,2013-03-27,1965
CA_1,2013-03-28,2661
CA_2,2013-03-28,1583
CA_3,2013-03-28,3111
CA_4,2013-03-28,1390
TX_1,2013-03-28,1646
TX_2,2013-03-28,2362
TX_3,2013-03-28,1673
WI_1,2013-03-28,1899
WI_2,2013-03-28,2031
WI_3,2013-03-28,1982
CA_1,2013-03-29,3274
CA_2,2013-03-29,2033
CA_3,2013-03-29,3654
CA_4,2013-03-29,1712
TX_1,2013-03-29,2264
TX_2,2013-03-29,3175
TX_3,2013-03-29,2414
WI_1,2013-03-29,2362
WI_2,2013-03-29,2496
WI_3,2013-03-29,2671
CA_1,2013-03-30,4414
CA_2,2013-03-30,2296
CA_3,2013-03-30,4576
CA_4,2013-03-30,2021
TX_1,2013-03-30,2423
TX_2,2013-03-30,3771
TX_3,2013-03-30,2984
WI_1,2013-03-30,3345
WI_2,2013-03-30,3035
WI_3,2013-03-30,3155
CA_1,2013-03-31,3191
CA_2,2013-03-31,2086
CA_3,2013-03-31,2075
CA_4,2013-03-31,1716
TX_1,2013-03-31,2754
TX_2,2013-03-31,3678
TX_3,2013-03-31,2215
WI_1,2013-03-31,1613
WI_2,2013-03-31,2096
WI_3,2013-03-31,2579
CA_1,2013-04-01,2301
CA_2,2013-04-01,1548
CA_3,2013-04-01,3787
CA_4,2013-04-01,1354
TX_1,2013-04-01,1944
TX_2,2013-04-01,3069
TX_3,2013-04-01,1912
WI_1,2013-04-01,1387
WI_2,2013-04-01,2045
WI_3,2013-04-01,2359
CA_1,2013-04-02,2495
CA_2,2013-04-02,1424
CA_3,2013-04-02,3911
CA_4,2013-04-02,1270
TX_1,2013-04-02,1575
TX_2,2013-04-02,2184
TX_3,2013-04-02,1746
WI_1,2013-04-02,1542
WI_2,2013-04-02,3168
WI_3,2013-04-02,3317
CA_1,2013-04-03,2596
CA_2,2013-04-03,1660
CA_3,2013-04-03,3820
CA_4,2013-04-03,1381
TX_1,2013-04-03,1419
TX_2,2013-04-03,2652
TX_3,2013-04-03,1707
WI_1,2013-04-03,1675
WI_2,2013-04-03,3525
WI_3,2013-04-03,3138
CA_1,2013-04-04,2602
CA_2,2013-04-04,1558
