unique_id,date,y
FOODS_3_329,2013-01-04,225
FOODS_3_376,2013-01-04,102
FOODS_3_377,2013-01-04,129
FOODS_3_389,2013-01-04,112
FOODS_3_412,2013-01-04,78
FOODS_3_458,2013-01-04,90
FOODS_3_462,2013-01-04,74
FOODS_3_491,2013-01-04,200
FOODS_3_498,2013-01-04,134
FOODS_3_501,2013-01-04,112
FOODS_3_541,2013-01-04,100
FOODS_3_547,2013-01-04,96
FOODS_3_555,2013-01-04,257
FOODS_3_586,2013-01-04,427
FOODS_3_587,2013-01-04,183
FOODS_3_607,2013-01-04,100
FOODS_3_635,2013-01-04,80
FOODS_3_681,2013-01-04,73
FOODS_3_694,2013-01-04,181
FOODS_3_711,2013-01-04,76
FOODS_3_714,2013-01-04,126
FOODS_3_723,2013-01-04,257
FOODS_3_752,2013-01-04,76
FOODS_3_764,2013-01-04,170
FOODS_3_804,2013-01-04,71
FOODS_3_808,2013-01-04,93
FOODS_3_811,2013-01-04,68
FOODS_1_085,2013-01-05,104
FOODS_1_218,2013-01-05,157
FOODS_2_128,2013-01-05,187
FOODS_2_197,2013-01-05,131
FOODS_2_276,2013-01-05,67
FOODS_2_360,2013-01-05,160
FOODS_3_007,2013-01-05,179
FOODS_3_030,2013-01-05,150
FOODS_3_080,2013-01-05,168
FOODS_3_090,2013-01-05,1148
FOODS_3_099,2013-01-05,194
FOODS_3_120,2013-01-05,74
FOODS_3_150,2013-01-05,216
FOODS_3_202,2013-01-05,174
FOODS_3_226,2013-01-05,220
FOODS_3_234,2013-01-05,335
FOODS_3_252,2013-01-05,224
FOODS_3_281,2013-01-05,149
FOODS_3_282,2013-01-05,0
FOODS_3_288,2013-01-05,0
FOODS_3_295,2013-01-05,143
FOODS_3_318,2013-01-05,292
FOODS_3_319,2013-01-05,110
FOODS_3_329,2013-01-05,298
FOODS_3_376,2013-01-05,150
FOODS_3_377,2013-01-05,155
FOODS_3_389,2013-01-05,97
FOODS_3_412,2013-01-05,185
FOODS_3_458,2013-01-05,92
FOODS_3_462,2013-01-05,94
FOODS_3_491,2013-01-05,240
FOODS_3_498,2013-01-05,165
FOODS_3_501,2013-01-05,122
FOODS_3_541,2013-01-05,103
FOODS_3_547,2013-01-05,185
FOODS_3_555,2013-01-05,282
FOODS_3_586,2013-01-05,550
FOODS_3_587,2013-01-05,304
FOODS_3_607,2013-01-05,157
FOODS_3_635,2013-01-05,106
FOODS_3_681,2013-01-05,106
FOODS_3_694,2013-01-05,188
FOODS_3_711,2013-01-05,120
FOODS_3_714,2013-01-05,162
FOODS_3_723,2013-01-05,378
FOODS_3_752,2013-01-05,251
FOODS_3_764,2013-01-05,205
FOODS_3_804,2013-01-05,157
FOODS_3_808,2013-01-05,157
FOODS_3_811,2013-01-05,59
FOODS_1_085,2013-01-06,91
FOODS_1_218,2013-01-06,181
FOODS_2_128,2013-01-06,325
FOODS_2_197,2013-01-06,111
FOODS_2_276,2013-01-06,43
FOODS_2_360,2013-01-06,291
FOODS_3_007,2013-01-06,172
FOODS_3_030,2013-01-06,137
FOODS_3_080,2013-01-06,139
FOODS_3_090,2013-01-06,994
FOODS_3_099,2013-01-06,223
FOODS_3_120,2013-01-06,83
FOODS_3_150,2013-01-06,145
FOODS_3_202,2013-01-06,182
FOODS_3_226,2013-01-06,192
FOODS_3_234,2013-01-06,142
FOODS_3_252,2013-01-06,238
FOODS_3_281,2013-01-06,136
FOODS_3_282,2013-01-06,0
FOODS_3_288,2013-01-06,0
FOODS_3_295,2013-01-06,133
FOODS_3_318,2013-01-06,229
FOODS_3_319,2013-01-06,163
FOODS_3_329,2013-01-06,351
FOODS_3_376,2013-01-06,126
FOODS_3_377,2013-01-06,149
FOODS_3_389,2013-01-06,110
FOODS_3_412,2013-01-06,182
FOODS_3_458,2013-01-06,83
FOODS_3_462,2013-01-06,129
FOODS_3_491,2013-01-06,193
FOODS_3_498,2013-01-06,264
FOODS_3_501,2013-01-06,138
FOODS_3_541,2013-01-06,148
FOODS_3_547,2013-01-06,174
FOODS_3_555,2013-01-06,288
FOODS_3_586,2013-01-06,550
FOODS_3_587,2013-01-06,360
FOODS_3_607,2013-01-06,188
FOODS_3_635,2013-01-06,144
FOODS_3_681,2013-01-06,107
FOODS_3_694,2013-01-06,198
FOODS_3_711,2013-01-06,62
FOODS_3_714,2013-01-06,143
FOODS_3_723,2013-01-06,277
FOODS_3_752,2013-01-06,394
FOODS_3_764,2013-01-06,269
FOODS_3_804,2013-01-06,138
FOODS_3_808,2013-01-06,203
FOODS_3_811,2013-01-06,107
FOODS_1_085,2013-01-07,66
FOODS_1_218,2013-01-07,155
FOODS_2_128,2013-01-07,235
FOODS_2_197,2013-01-07,94
FOODS_2_276,2013-01-07,41
FOODS_2_360,2013-01-07,225
FOODS_3_007,2013-01-07,78
FOODS_3_030,2013-01-07,85
FOODS_3_080,2013-01-07,133
FOODS_3_090,2013-01-07,707
FOODS_3_099,2013-01-07,159
FOODS_3_120,2013-01-07,16
FOODS_3_150,2013-01-07,147
FOODS_3_202,2013-01-07,125
FOODS_3_226,2013-01-07,150
FOODS_3_234,2013-01-07,158
FOODS_3_252,2013-01-07,178
FOODS_3_281,2013-01-07,94
FOODS_3_282,2013-01-07,0
FOODS_3_288,2013-01-07,0
FOODS_3_295,2013-01-07,108
FOODS_3_318,2013-01-07,169
FOODS_3_319,2013-01-07,91
FOODS_3_329,2013-01-07,258
FOODS_3_376,2013-01-07,96
FOODS_3_377,2013-01-07,112
FOODS_3_389,2013-01-07,87
FOODS_3_412,2013-01-07,110
FOODS_3_458,2013-01-07,53
FOODS_3_462,2013-01-07,74
FOODS_3_491,2013-01-07,176
FOODS_3_498,2013-01-07,135
FOODS_3_501,2013-01-07,93
FOODS_3_541,2013-01-07,99
FOODS_3_547,2013-01-07,77
FOODS_3_555,2013-01-07,206
FOODS_3_586,2013-01-07,406
FOODS_3_587,2013-01-07,301
FOODS_3_607,2013-01-07,105
FOODS_3_635,2013-01-07,123
FOODS_3_681,2013-01-07,65
FOODS_3_694,2013-01-07,124
FOODS_3_711,2013-01-07,101
FOODS_3_714,2013-01-07,115
FOODS_3_723,2013-01-07,221
FOODS_3_752,2013-01-07,178
FOODS_3_764,2013-01-07,176
FOODS_3_804,2013-01-07,123
FOODS_3_808,2013-01-07,101
FOODS_3_811,2013-01-07,108
FOODS_1_085,2013-01-08,89
FOODS_1_218,2013-01-08,130
FOODS_2_128,2013-01-08,176
FOODS_2_197,2013-01-08,123
FOODS_2_276,2013-01-08,56
FOODS_2_360,2013-01-08,213
FOODS_3_007,2013-01-08,178
FOODS_3_030,2013-01-08,91
FOODS_3_080,2013-01-08,118
FOODS_3_090,2013-01-08,719
FOODS_3_099,2013-01-08,191
FOODS_3_120,2013-01-08,41
FOODS_3_150,2013-01-08,93
FOODS_3_202,2013-01-08,117
FOODS_3_226,2013-01-08,161
FOODS_3_234,2013-01-08,270
FOODS_3_252,2013-01-08,153
FOODS_3_281,2013-01-08,104
FOODS_3_282,2013-01-08,0
FOODS_3_288,2013-01-08,0
FOODS_3_295,2013-01-08,111
FOODS_3_318,2013-01-08,164
FOODS_3_319,2013-01-08,92
FOODS_3_329,2013-01-08,278
FOODS_3_376,2013-01-08,63
FOODS_3_377,2013-01-08,117
FOODS_3_389,2013-01-08,74
FOODS_3_412,2013-01-08,100
FOODS_3_458,2013-01-08,62
FOODS_3_462,2013-01-08,63
FOODS_3_491,2013-01-08,163
FOODS_3_498,2013-01-08,78
FOODS_3_501,2013-01-08,97
FOODS_3_541,2013-01-08,80
FOODS_3_547,2013-01-08,105
FOODS_3_555,2013-01-08,184
FOODS_3_586,2013-01-08,380
FOODS_3_587,2013-01-08,222
FOODS_3_607,2013-01-08,120
FOODS_3_635,2013-01-08,103
FOODS_3_681,2013-01-08,62
FOODS_3_694,2013-01-08,139
FOODS_3_711,2013-01-08,98
FOODS_3_714,2013-01-08,106
FOODS_3_723,2013-01-08,224
FOODS_3_752,2013-01-08,234
FOODS_3_764,2013-01-08,178
FOODS_3_804,2013-01-08,96
FOODS_3_808,2013-01-08,73
FOODS_3_811,2013-01-08,119
FOODS_1_085,2013-01-09,104
FOODS_1_218,2013-01-09,145
FOODS_2_128,2013-01-09,227
FOODS_2_197,2013-01-09,105
FOODS_2_276,2013-01-09,49
FOODS_2_360,2013-01-09,190
FOODS_3_007,2013-01-09,176
FOODS_3_030,2013-01-09,86
FOODS_3_080,2013-01-09,105
FOODS_3_090,2013-01-09,630
FOODS_3_099,2013-01-09,158
FOODS_3_120,2013-01-09,71
FOODS_3_150,2013-01-09,93
FOODS_3_202,2013-01-09,130
FOODS_3_226,2013-01-09,153
FOODS_3_234,2013-01-09,254
FOODS_3_252,2013-01-09,148
FOODS_3_281,2013-01-09,87
FOODS_3_282,2013-01-09,0
FOODS_3_288,2013-01-09,0
FOODS_3_295,2013-01-09,91
FOODS_3_318,2013-01-09,158
FOODS_3_319,2013-01-09,108
FOODS_3_329,2013-01-09,222
FOODS_3_376,2013-01-09,102
FOODS_3_377,2013-01-09,112
FOODS_3_389,2013-01-09,74
FOODS_3_412,2013-01-09,98
FOODS_3_458,2013-01-09,66
FOODS_3_462,2013-01-09,101
FOODS_3_491,2013-01-09,124
FOODS_3_498,2013-01-09,134
FOODS_3_501,2013-01-09,96
FOODS_3_541,2013-01-09,77
FOODS_3_547,2013-01-09,171
FOODS_3_555,2013-01-09,188
FOODS_3_586,2013-01-09,323
FOODS_3_587,2013-01-09,209
FOODS_3_607,2013-01-09,105
FOODS_3_635,2013-01-09,136
FOODS_3_681,2013-01-09,69
FOODS_3_694,2013-01-09,139
FOODS_3_711,2013-01-09,99
FOODS_3_714,2013-01-09,104
FOODS_3_723,2013-01-09,153
FOODS_3_752,2013-01-09,81
FOODS_3_764,2013-01-09,192
FOODS_3_804,2013-01-09,98
FOODS_3_808,2013-01-09,117
FOODS_3_811,2013-01-09,112
FOODS_1_085,2013-01-10,82
FOODS_1_218,2013-01-10,124
FOODS_2_128,2013-01-10,122
FOODS_2_197,2013-01-10,84
FOODS_2_276,2013-01-10,43
FOODS_2_360,2013-01-10,289
FOODS_3_007,2013-01-10,64
FOODS_3_030,2013-01-10,94
FOODS_3_080,2013-01-10,113
FOODS_3_090,2013-01-10,813
FOODS_3_099,2013-01-10,140
FOODS_3_120,2013-01-10,43
FOODS_3_150,2013-01-10,97
FOODS_3_202,2013-01-10,108
FOODS_3_226,2013-01-10,139
FOODS_3_234,2013-01-10,114
FOODS_3_252,2013-01-10,167
FOODS_3_281,2013-01-10,113
FOODS_3_282,2013-01-10,0
FOODS_3_288,2013-01-10,0
FOODS_3_295,2013-01-10,107
FOODS_3_318,2013-01-10,195
FOODS_3_319,2013-01-10,100
FOODS_3_329,2013-01-10,217
FOODS_3_376,2013-01-10,70
FOODS_3_377,2013-01-10,117
FOODS_3_389,2013-01-10,76
FOODS_3_412,2013-01-10,124
FOODS_3_458,2013-01-10,59
FOODS_3_462,2013-01-10,75
FOODS_3_491,2013-01-10,187
FOODS_3_498,2013-01-10,95
FOODS_3_501,2013-01-10,103
FOODS_3_541,2013-01-10,106
FOODS_3_547,2013-01-10,85
FOODS_3_555,2013-01-10,208
FOODS_3_586,2013-01-10,398
FOODS_3_587,2013-01-10,182
FOODS_3_607,2013-01-10,82
FOODS_3_635,2013-01-10,112
FOODS_3_681,2013-01-10,46
FOODS_3_694,2013-01-10,145
FOODS_3_711,2013-01-10,220
FOODS_3_714,2013-01-10,84
FOODS_3_723,2013-01-10,243
FOODS_3_752,2013-01-10,144
FOODS_3_764,2013-01-10,167
FOODS_3_804,2013-01-10,98
FOODS_3_808,2013-01-10,133
FOODS_3_811,2013-01-10,62
FOODS_1_085,2013-01-11,113
FOODS_1_218,2013-01-11,141
FOODS_2_128,2013-01-11,189
FOODS_2_197,2013-01-11,79
FOODS_2_276,2013-01-11,49
FOODS_2_360,2013-01-11,370
FOODS_3_007,2013-01-11,129
FOODS_3_030,2013-01-11,103
FOODS_3_080,2013-01-11,130
FOODS_3_090,2013-01-11,799
FOODS_3_099,2013-01-11,155
FOODS_3_120,2013-01-11,38
FOODS_3_150,2013-01-11,102
FOODS_3_202,2013-01-11,128
FOODS_3_226,2013-01-11,171
FOODS_3_234,2013-01-11,171
FOODS_3_252,2013-01-11,225
FOODS_3_281,2013-01-11,115
FOODS_3_282,2013-01-11,0
FOODS_3_288,2013-01-11,0
FOODS_3_295,2013-01-11,123
FOODS_3_318,2013-01-11,211
FOODS_3_319,2013-01-11,85
FOODS_3_329,2013-01-11,204
FOODS_3_376,2013-01-11,66
FOODS_3_377,2013-01-11,133
FOODS_3_389,2013-01-11,91
FOODS_3_412,2013-01-11,118
FOODS_3_458,2013-01-11,101
FOODS_3_462,2013-01-11,81
FOODS_3_491,2013-01-11,184
FOODS_3_498,2013-01-11,172
FOODS_3_501,2013-01-11,127
FOODS_3_541,2013-01-11,84
FOODS_3_547,2013-01-11,79
FOODS_3_555,2013-01-11,276
FOODS_3_586,2013-01-11,474
FOODS_3_587,2013-01-11,266
FOODS_3_607,2013-01-11,112
FOODS_3_635,2013-01-11,86
FOODS_3_681,2013-01-11,108
FOODS_3_694,2013-01-11,181
FOODS_3_711,2013-01-11,124
FOODS_3_714,2013-01-11,142
FOODS_3_723,2013-01-11,258
FOODS_3_752,2013-01-11,89
FOODS_3_764,2013-01-11,172
FOODS_3_804,2013-01-11,95
FOODS_3_808,2013-01-11,122
FOODS_3_811,2013-01-11,96
FOODS_1_085,2013-01-12,121
FOODS_1_218,2013-01-12,164
FOODS_2_128,2013-01-12,150
FOODS_2_197,2013-01-12,116
FOODS_2_276,2013-01-12,73
FOODS_2_360,2013-01-12,477
FOODS_3_007,2013-01-12,269
FOODS_3_030,2013-01-12,178
FOODS_3_080,2013-01-12,174
FOODS_3_090,2013-01-12,1307
FOODS_3_099,2013-01-12,209
FOODS_3_120,2013-01-12,78
FOODS_3_150,2013-01-12,113
FOODS_3_202,2013-01-12,185
FOODS_3_226,2013-01-12,215
FOODS_3_234,2013-01-12,308
FOODS_3_252,2013-01-12,295
FOODS_3_281,2013-01-12,168
FOODS_3_282,2013-01-12,0
FOODS_3_288,2013-01-12,0
FOODS_3_295,2013-01-12,174
FOODS_3_318,2013-01-12,293
FOODS_3_319,2013-01-12,79
FOODS_3_329,2013-01-12,325
FOODS_3_376,2013-01-12,85
FOODS_3_377,2013-01-12,154
FOODS_3_389,2013-01-12,95
FOODS_3_412,2013-01-12,172
FOODS_3_458,2013-01-12,105
FOODS_3_462,2013-01-12,76
FOODS_3_491,2013-01-12,271
FOODS_3_498,2013-01-12,306
FOODS_3_501,2013-01-12,179
FOODS_3_541,2013-01-12,112
FOODS_3_547,2013-01-12,294
FOODS_3_555,2013-01-12,300
FOODS_3_586,2013-01-12,581
FOODS_3_587,2013-01-12,435
FOODS_3_607,2013-01-12,159
FOODS_3_635,2013-01-12,119
FOODS_3_681,2013-01-12,123
FOODS_3_694,2013-01-12,200
FOODS_3_711,2013-01-12,302
FOODS_3_714,2013-01-12,145
FOODS_3_723,2013-01-12,360
FOODS_3_752,2013-01-12,288
FOODS_3_764,2013-01-12,240
FOODS_3_804,2013-01-12,151
FOODS_3_808,2013-01-12,157
FOODS_3_811,2013-01-12,109
FOODS_1_085,2013-01-13,121
FOODS_1_218,2013-01-13,151
FOODS_2_128,2013-01-13,127
FOODS_2_197,2013-01-13,120
FOODS_2_276,2013-01-13,79
FOODS_2_360,2013-01-13,382
FOODS_3_007,2013-01-13,211
FOODS_3_030,2013-01-13,159
FOODS_3_080,2013-01-13,144
FOODS_3_090,2013-01-13,977
FOODS_3_099,2013-01-13,171
FOODS_3_120,2013-01-13,85
FOODS_3_150,2013-01-13,95
FOODS_3_202,2013-01-13,193
FOODS_3_226,2013-01-13,183
FOODS_3_234,2013-01-13,223
FOODS_3_252,2013-01-13,237
FOODS_3_281,2013-01-13,115
FOODS_3_282,2013-01-13,0
FOODS_3_288,2013-01-13,0
FOODS_3_295,2013-01-13,201
FOODS_3_318,2013-01-13,212
FOODS_3_319,2013-01-13,99
FOODS_3_329,2013-01-13,343
FOODS_3_376,2013-01-13,84
FOODS_3_377,2013-01-13,131
FOODS_3_389,2013-01-13,84
FOODS_3_412,2013-01-13,129
FOODS_3_458,2013-01-13,85
FOODS_3_462,2013-01-13,63
FOODS_3_491,2013-01-13,167
FOODS_3_498,2013-01-13,216
FOODS_3_501,2013-01-13,162
FOODS_3_541,2013-01-13,119
FOODS_3_547,2013-01-13,240
FOODS_3_555,2013-01-13,239
FOODS_3_586,2013-01-13,472
FOODS_3_587,2013-01-13,396
FOODS_3_607,2013-01-13,213
FOODS_3_635,2013-01-13,130
FOODS_3_681,2013-01-13,83
FOODS_3_694,2013-01-13,157
FOODS_3_711,2013-01-13,187
FOODS_3_714,2013-01-13,116
FOODS_3_723,2013-01-13,259
FOODS_3_752,2013-01-13,214
FOODS_3_764,2013-01-13,253
FOODS_3_804,2013-01-13,111
FOODS_3_808,2013-01-13,196
FOODS_3_811,2013-01-13,206
FOODS_1_085,2013-01-14,95
FOODS_1_218,2013-01-14,130
FOODS_2_128,2013-01-14,190
FOODS_2_197,2013-01-14,94
FOODS_2_276,2013-01-14,74
FOODS_2_360,2013-01-14,365
FOODS_3_007,2013-01-14,131
FOODS_3_030,2013-01-14,79
FOODS_3_080,2013-01-14,117
FOODS_3_090,2013-01-14,606
FOODS_3_099,2013-01-14,158
FOODS_3_120,2013-01-14,12
FOODS_3_150,2013-01-14,56
FOODS_3_202,2013-01-14,137
FOODS_3_226,2013-01-14,156
FOODS_3_234,2013-01-14,201
FOODS_3_252,2013-01-14,192
FOODS_3_281,2013-01-14,93
FOODS_3_282,2013-01-14,0
FOODS_3_288,2013-01-14,0
FOODS_3_295,2013-01-14,110
FOODS_3_318,2013-01-14,169
FOODS_3_319,2013-01-14,63
FOODS_3_329,2013-01-14,261
FOODS_3_376,2013-01-14,48
FOODS_3_377,2013-01-14,123
FOODS_3_389,2013-01-14,80
FOODS_3_412,2013-01-14,187
FOODS_3_458,2013-01-14,59
FOODS_3_462,2013-01-14,63
FOODS_3_491,2013-01-14,141
FOODS_3_498,2013-01-14,179
FOODS_3_501,2013-01-14,153
FOODS_3_541,2013-01-14,50
FOODS_3_547,2013-01-14,122
FOODS_3_555,2013-01-14,166
FOODS_3_586,2013-01-14,337
FOODS_3_587,2013-01-14,284
FOODS_3_607,2013-01-14,144
FOODS_3_635,2013-01-14,92
FOODS_3_681,2013-01-14,75
FOODS_3_694,2013-01-14,157
FOODS_3_711,2013-01-14,96
FOODS_3_714,2013-01-14,107
FOODS_3_723,2013-01-14,206
FOODS_3_752,2013-01-14,113
FOODS_3_764,2013-01-14,190
FOODS_3_804,2013-01-14,93
FOODS_3_808,2013-01-14,111
FOODS_3_811,2013-01-14,118
FOODS_1_085,2013-01-15,69
FOODS_1_218,2013-01-15,119
FOODS_2_128,2013-01-15,156
FOODS_2_197,2013-01-15,82
FOODS_2_276,2013-01-15,44
FOODS_2_360,2013-01-15,436
FOODS_3_007,2013-01-15,105
FOODS_3_030,2013-01-15,91
FOODS_3_080,2013-01-15,131
FOODS_3_090,2013-01-15,635
FOODS_3_099,2013-01-15,157
FOODS_3_120,2013-01-15,62
FOODS_3_150,2013-01-15,39
FOODS_3_202,2013-01-15,122
FOODS_3_226,2013-01-15,148
FOODS_3_234,2013-01-15,152
FOODS_3_252,2013-01-15,176
FOODS_3_281,2013-01-15,116
FOODS_3_282,2013-01-15,0
FOODS_3_288,2013-01-15,0
FOODS_3_295,2013-01-15,117
FOODS_3_318,2013-01-15,165
FOODS_3_319,2013-01-15,67
FOODS_3_329,2013-01-15,253
FOODS_3_376,2013-01-15,92
FOODS_3_377,2013-01-15,105
FOODS_3_389,2013-01-15,66
FOODS_3_412,2013-01-15,236
FOODS_3_458,2013-01-15,77
FOODS_3_462,2013-01-15,46
FOODS_3_491,2013-01-15,144
FOODS_3_498,2013-01-15,76
FOODS_3_501,2013-01-15,108
FOODS_3_541,2013-01-15,71
FOODS_3_547,2013-01-15,193
FOODS_3_555,2013-01-15,187
FOODS_3_586,2013-01-15,351
FOODS_3_587,2013-01-15,253
FOODS_3_607,2013-01-15,130
FOODS_3_635,2013-01-15,98
FOODS_3_681,2013-01-15,80
FOODS_3_694,2013-01-15,138
FOODS_3_711,2013-01-15,123
FOODS_3_714,2013-01-15,105
FOODS_3_723,2013-01-15,201
FOODS_3_752,2013-01-15,197
FOODS_3_764,2013-01-15,165
FOODS_3_804,2013-01-15,88
FOODS_3_808,2013-01-15,120
FOODS_3_811,2013-01-15,128
FOODS_1_085,2013-01-16,69
FOODS_1_218,2013-01-16,100
FOODS_2_128,2013-01-16,168
FOODS_2_197,2013-01-16,60
FOODS_2_276,2013-01-16,75
FOODS_2_360,2013-01-16,290
FOODS_3_007,2013-01-16,52
FOODS_3_030,2013-01-16,95
FOODS_3_080,2013-01-16,104
FOODS_3_090,2013-01-16,640
FOODS_3_099,2013-01-16,165
FOODS_3_120,2013-01-16,55
FOODS_3_150,2013-01-16,23
FOODS_3_202,2013-01-16,87
FOODS_3_226,2013-01-16,134
FOODS_3_234,2013-01-16,149
FOODS_3_252,2013-01-16,152
FOODS_3_281,2013-01-16,77
FOODS_3_282,2013-01-16,0
FOODS_3_288,2013-01-16,0
FOODS_3_295,2013-01-16,139
FOODS_3_318,2013-01-16,170
FOODS_3_319,2013-01-16,72
FOODS_3_329,2013-01-16,213
FOODS_3_376,2013-01-16,60
FOODS_3_377,2013-01-16,99
